order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
478,ORD-20230528-00478,272,2023-05-28,pendiente,1010.39,6,120,212.18,1281.95,debit_card,standard,,
479,ORD-20250728-00479,104,2025-07-28,procesando,2376.39,19,220,499.04,2643.92,debit_card,pickup,,
480,ORD-20251208-00480,129,2025-12-08,enviado,1059.55,7,410,222.51,1617.89,credit_card,same_day,10,
481,ORD-20250915-00481,297,2025-09-15,enviado,1275.25,9,110,267.8,1538.28,credit_card,pickup,,
482,ORD-20240817-00482,182,2024-08-17,enviado,1139.4,15,470,239.27,1677.76,credit_card,same_day,,
483,ORD-20260303-00483,258,2026-03-03,cancelado,1138.62,20,330,239.11,1480.01,bank_transfer,express,,
484,ORD-20240605-00484,168,2024-06-05,pendiente,2254.81,5,460,473.51,3075.58,bank_transfer,express,6,
485,ORD-20241118-00485,170,2024-11-18,enviado,2570.19,3,130,539.74,3162.82,credit_card,express,,
486,ORD-20240601-00486,35,2024-06-01,cancelado,1901.3,6,20,399.27,2206.49,bank_transfer,pickup,7,Nota del cliente: Llamar antes
487,ORD-20240214-00487,321,2024-02-14,procesando,3354.12,3,110,704.37,4067.87,paypal,same_day,8,Nota del cliente: Dejar en portería
488,ORD-20240425-00488,16,2024-04-25,cancelado,6474.04,14,470,1359.55,7397.22,paypal,pickup,,
489,ORD-20230201-00489,187,2023-02-01,entregado,4411.81,14,70,926.48,4790.64,bank_transfer,express,,
490,ORD-20241214-00490,114,2024-12-14,enviado,2645.23,14,320,555.5,3150.4,cash_on_delivery,same_day,,
491,ORD-20250713-00491,36,2025-07-13,enviado,1173.99,2,240,246.54,1637.05,bank_transfer,pickup,,
492,ORD-20250121-00492,327,2025-01-21,pendiente,2119.71,8,260,445.14,2655.27,debit_card,standard,,Nota del cliente: Envolver para regalo
493,ORD-20241023-00493,329,2024-10-23,enviado,2911.61,8,290,611.44,3580.12,bank_transfer,same_day,,Nota del cliente: Dejar en portería
494,ORD-20241229-00494,54,2024-12-29,procesando,637.6,19,380,133.9,1030.36,credit_card,same_day,,
495,ORD-20240618-00495,39,2024-06-18,pendiente,7.99,3,110,1.68,119.43,cash_on_delivery,same_day,7,
496,ORD-20230219-00496,120,2023-02-19,enviado,4223.34,15,460,886.9,4936.74,paypal,standard,10,Nota del cliente: Envolver para regalo
497,ORD-20241102-00497,120,2024-11-02,cancelado,910.27,16,350,191.16,1305.79,debit_card,standard,6,
498,ORD-20240415-00498,79,2024-04-15,procesando,902.67,1,380,189.56,1463.2,cash_on_delivery,same_day,,
499,ORD-20240501-00499,60,2024-05-01,entregado,867.89,5,140,182.26,1146.76,bank_transfer,same_day,10,
500,ORD-20260216-00500,297,2026-02-16,cancelado,2731.57,11,430,573.63,3434.73,bank_transfer,express,,
501,ORD-20260125-00501,260,2026-01-25,cancelado,1323.79,7,50,278,1559.12,paypal,same_day,,
502,ORD-20241215-00502,317,2024-12-15,procesando,595.51,8,480,125.06,1152.93,credit_card,express,,
503,ORD-20250302-00503,76,2025-03-02,cancelado,335.84,1,260,70.53,663.01,cash_on_delivery,standard,8,
504,ORD-20231227-00504,304,2023-12-27,procesando,726.62,17,450,152.59,1205.68,debit_card,pickup,,
505,ORD-20240924-00505,322,2024-09-24,procesando,511.14,4,380,107.34,978.03,paypal,same_day,,
506,ORD-20241130-00506,261,2024-11-30,entregado,3424.77,5,150,719.2,4122.73,paypal,express,,
507,ORD-20240830-00507,115,2024-08-30,enviado,1251.51,11,300,262.82,1676.66,debit_card,same_day,,
508,ORD-20241212-00508,14,2024-12-12,procesando,1456.62,3,250,305.89,1968.81,debit_card,pickup,,
509,ORD-20230416-00509,299,2023-04-16,procesando,1928.38,1,410,404.96,2724.06,cash_on_delivery,pickup,,
510,ORD-20240309-00510,287,2024-03-09,pendiente,5715.92,20,80,1200.34,5853.08,cash_on_delivery,pickup,,Nota del cliente: Entregar por la tarde
511,ORD-20240407-00511,216,2024-04-07,procesando,2984.97,13,250,626.84,3473.76,debit_card,same_day,2,
512,ORD-20230925-00512,222,2023-09-25,cancelado,6203.49,9,120,1302.73,7067.91,credit_card,pickup,,
513,ORD-20230131-00513,284,2023-01-31,cancelado,2778.21,20,420,583.42,3225.99,debit_card,pickup,8,Nota del cliente: Llamar antes
514,ORD-20230913-00514,10,2023-09-13,cancelado,166.35,7,120,34.93,309.64,paypal,express,,Nota del cliente: Envolver para regalo
515,ORD-20260112-00515,2,2026-01-12,enviado,681.76,0,350,143.17,1174.93,bank_transfer,express,,
516,ORD-20230111-00516,65,2023-01-11,enviado,670,15,80,140.7,790.2,bank_transfer,same_day,,
517,ORD-20230116-00517,26,2023-01-16,pendiente,1654.1,9,390,347.36,2242.59,credit_card,pickup,3,Nota del cliente: Entregar por la tarde
518,ORD-20250204-00518,264,2025-02-04,cancelado,4439.56,13,410,932.31,5204.73,debit_card,pickup,,
519,ORD-20251111-00519,160,2025-11-11,entregado,4857.99,10,440,1020.18,5832.37,bank_transfer,standard,,Nota del cliente: Entregar por la tarde
520,ORD-20230214-00520,291,2023-02-14,cancelado,1775.6,13,220,372.88,2137.65,bank_transfer,same_day,,
521,ORD-20230217-00521,60,2023-02-17,procesando,1484.76,14,450,311.8,2038.69,credit_card,pickup,,
522,ORD-20240211-00522,97,2024-02-11,pendiente,4471.1,10,30,938.93,4992.92,bank_transfer,pickup,,
523,ORD-20240504-00523,268,2024-05-04,cancelado,1268.75,20,440,266.44,1721.44,paypal,pickup,,
524,ORD-20240925-00524,310,2024-09-25,entregado,855.17,4,50,179.59,1050.55,credit_card,standard,,Nota del cliente: Envolver para regalo
525,ORD-20251229-00525,28,2025-12-29,procesando,2896.82,16,80,608.33,3121.66,cash_on_delivery,pickup,10,Nota del cliente: Dejar en portería
526,ORD-20240219-00526,11,2024-02-19,procesando,1025.01,7,290,215.25,1458.51,debit_card,express,7,
527,ORD-20240412-00527,161,2024-04-12,cancelado,2556.14,3,150,536.79,3166.25,cash_on_delivery,pickup,,
528,ORD-20240623-00528,168,2024-06-23,cancelado,1267.39,19,430,266.15,1722.74,credit_card,standard,,
529,ORD-20250518-00529,261,2025-05-18,entregado,166.35,7,490,34.93,679.64,cash_on_delivery,express,,Nota del cliente: Dejar en portería
530,ORD-20230503-00530,205,2023-05-03,procesando,4390.84,10,150,922.08,5023.84,credit_card,pickup,,
531,ORD-20240922-00531,175,2024-09-22,enviado,2626.97,3,80,551.66,3179.82,cash_on_delivery,same_day,,
532,ORD-20240205-00532,266,2024-02-05,procesando,1162.8,4,100,244.19,1460.48,bank_transfer,same_day,,
533,ORD-20230820-00533,24,2023-08-20,pendiente,2152.22,7,450,451.97,2903.53,debit_card,pickup,,
534,ORD-20240715-00534,124,2024-07-15,procesando,1084.09,0,150,227.66,1461.75,paypal,same_day,,
535,ORD-20251001-00535,188,2025-10-01,enviado,1062.65,14,350,223.16,1487.04,paypal,pickup,8,
536,ORD-20230704-00536,239,2023-07-04,entregado,3328.57,18,30,699,3458.43,paypal,express,10,
537,ORD-20240605-00537,5,2024-06-05,pendiente,2275.93,8,70,477.95,2641.81,cash_on_delivery,pickup,8,
538,ORD-20251002-00538,177,2025-10-02,entregado,330.09,7,280,69.32,656.3,cash_on_delivery,same_day,,
539,ORD-20250306-00539,15,2025-03-06,pendiente,1454.13,13,330,305.37,1900.46,debit_card,standard,,
540,ORD-20240208-00540,179,2024-02-08,enviado,2408.14,7,20,505.71,2765.28,cash_on_delivery,express,,
541,ORD-20251106-00541,114,2025-11-06,cancelado,4061.3,12,350,852.87,4776.81,cash_on_delivery,express,4,
542,ORD-20231102-00542,117,2023-11-02,entregado,4487.54,5,450,942.38,5655.54,cash_on_delivery,same_day,,
543,ORD-20230311-00543,81,2023-03-11,procesando,1355.58,18,320,284.67,1716.25,cash_on_delivery,same_day,9,
544,ORD-20250331-00544,74,2025-03-31,cancelado,2458.78,12,340,516.34,3020.07,paypal,pickup,8,
545,ORD-20240409-00545,318,2024-04-09,procesando,5579.91,2,320,1171.78,6960.09,bank_transfer,same_day,,
546,ORD-20250903-00546,113,2025-09-03,cancelado,2298.53,9,430,482.69,3004.35,credit_card,pickup,,
547,ORD-20230408-00547,121,2023-04-08,procesando,1249.18,11,420,262.33,1794.1,bank_transfer,same_day,,
548,ORD-20250129-00548,231,2025-01-29,procesando,2660.35,7,350,558.67,3382.8,debit_card,standard,,
549,ORD-20240917-00549,136,2024-09-17,enviado,2195.81,6,290,461.12,2815.18,cash_on_delivery,same_day,,
550,ORD-20240928-00550,317,2024-09-28,entregado,4491.48,17,60,943.21,4731.14,debit_card,standard,,
551,ORD-20250128-00551,61,2025-01-28,enviado,5928.33,13,60,1244.95,6462.6,bank_transfer,standard,,
552,ORD-20240811-00552,6,2024-08-11,entregado,3096.58,16,120,650.28,3371.41,paypal,same_day,,
553,ORD-20250919-00553,70,2025-09-19,enviado,1979.65,10,350,415.73,2547.42,credit_card,pickup,,
554,ORD-20240703-00554,171,2024-07-03,cancelado,4922.25,12,90,1033.67,5455.25,debit_card,same_day,7,
555,ORD-20230403-00555,33,2023-04-03,enviado,1472.64,0,80,309.25,1861.89,credit_card,express,,
556,ORD-20230225-00556,291,2023-02-25,enviado,76.62,8,140,16.09,226.58,cash_on_delivery,pickup,,
557,ORD-20230808-00557,212,2023-08-08,pendiente,2827.77,19,320,593.83,3204.32,credit_card,same_day,,
558,ORD-20230504-00558,299,2023-05-04,entregado,2067.74,6,200,434.23,2577.91,cash_on_delivery,express,,
559,ORD-20250920-00559,324,2025-09-20,cancelado,1138.62,15,100,239.11,1306.94,credit_card,same_day,,
560,ORD-20230515-00560,190,2023-05-15,procesando,3964.16,4,40,832.47,4678.06,credit_card,express,,
561,ORD-20240824-00561,329,2024-08-24,enviado,292.48,16,60,61.42,367.1,debit_card,standard,,
562,ORD-20230123-00562,238,2023-01-23,enviado,1146.76,13,290,240.82,1528.5,cash_on_delivery,express,,
563,ORD-20240114-00563,60,2024-01-14,enviado,4038.4,17,210,848.06,4409.93,paypal,pickup,,
564,ORD-20231202-00564,14,2023-12-02,entregado,2731.41,9,310,573.6,3369.18,debit_card,same_day,,
565,ORD-20240425-00565,87,2024-04-25,procesando,4152.87,8,180,872.1,4872.74,debit_card,standard,,
566,ORD-20250507-00566,173,2025-05-07,cancelado,1769.89,7,220,371.68,2237.68,credit_card,same_day,,
567,ORD-20241023-00567,166,2024-10-23,pendiente,995.59,8,270,209.07,1395.01,debit_card,express,,
568,ORD-20231007-00568,290,2023-10-07,entregado,961.76,4,390,201.97,1515.26,bank_transfer,express,,
569,ORD-20240601-00569,140,2024-06-01,pendiente,1572.2,13,470,330.16,2167.97,bank_transfer,standard,,
570,ORD-20240807-00570,243,2024-08-07,procesando,2866.73,18,240,602.01,3192.73,debit_card,express,10,
571,ORD-20240624-00571,3,2024-06-24,enviado,683.64,7,240,143.56,1019.35,paypal,pickup,,
572,ORD-20240515-00572,242,2024-05-15,entregado,688.59,15,70,144.6,799.9,cash_on_delivery,same_day,,
573,ORD-20231219-00573,54,2023-12-19,procesando,3416.04,2,170,717.37,4235.09,cash_on_delivery,pickup,,
574,ORD-20240815-00574,207,2024-08-15,enviado,1489.93,10,210,312.89,1863.83,paypal,same_day,,
575,ORD-20241120-00575,199,2024-11-20,enviado,5073.68,20,290,1065.47,5414.41,credit_card,pickup,,Nota del cliente: Entregar por la tarde
576,ORD-20240324-00576,62,2024-03-24,enviado,1880.32,3,130,394.87,2348.78,debit_card,same_day,,
577,ORD-20231020-00577,224,2023-10-20,pendiente,3885.14,18,0,815.88,4001.69,cash_on_delivery,pickup,2,
578,ORD-20240215-00578,280,2024-02-15,procesando,732.88,13,280,153.9,1071.51,cash_on_delivery,pickup,8,
579,ORD-20240511-00579,308,2024-05-11,cancelado,1011.17,5,360,212.35,1532.96,paypal,express,,
580,ORD-20231221-00580,315,2023-12-21,procesando,848.8,2,120,178.25,1130.07,bank_transfer,pickup,,
581,ORD-20251110-00581,121,2025-11-10,cancelado,1923.1,5,370,403.85,2600.8,credit_card,standard,4,
582,ORD-20250814-00582,164,2025-08-14,pendiente,1702.48,11,270,357.52,2142.73,paypal,express,,Nota del cliente: Entregar por la tarde
583,ORD-20240116-00583,63,2024-01-16,procesando,1250.05,16,320,262.51,1632.55,debit_card,express,5,
584,ORD-20240202-00584,266,2024-02-02,procesando,4549.17,8,500,955.33,5640.57,bank_transfer,standard,,Nota del cliente: Llamar antes
585,ORD-20240630-00585,329,2024-06-30,cancelado,978.82,15,330,205.55,1367.55,cash_on_delivery,express,,
586,ORD-20230812-00586,117,2023-08-12,cancelado,3748.36,6,460,787.16,4770.62,bank_transfer,express,,Nota del cliente: Envolver para regalo
587,ORD-20231124-00587,87,2023-11-24,entregado,2028.62,17,180,426.01,2289.76,paypal,same_day,,
588,ORD-20241019-00588,123,2024-10-19,enviado,1069.16,14,170,224.52,1314,bank_transfer,express,,Nota del cliente: Llamar antes
589,ORD-20250611-00589,79,2025-06-11,procesando,3439.19,6,160,722.23,4115.07,bank_transfer,pickup,4,
590,ORD-20241002-00590,325,2024-10-02,enviado,1587,3,240,333.27,2112.66,credit_card,express,5,
591,ORD-20230913-00591,43,2023-09-13,procesando,1393.83,19,470,292.7,1891.7,paypal,same_day,4,
592,ORD-20240220-00592,206,2024-02-20,enviado,783.92,13,440,164.62,1286.63,credit_card,pickup,,
593,ORD-20251123-00593,99,2025-11-23,enviado,1711.51,15,60,359.42,1874.2,paypal,standard,9,
594,ORD-20250407-00594,181,2025-04-07,enviado,2545.4,3,70,534.53,3073.57,bank_transfer,express,,
595,ORD-20230130-00595,92,2023-01-30,cancelado,1518.16,2,330,318.81,2136.61,bank_transfer,pickup,,
596,ORD-20230226-00596,191,2023-02-26,pendiente,2802.64,1,130,588.55,3493.16,cash_on_delivery,express,,
597,ORD-20250323-00597,249,2025-03-23,pendiente,4217.91,20,340,885.76,4600.09,bank_transfer,pickup,,
598,ORD-20250403-00598,6,2025-04-03,cancelado,4457.09,16,180,935.99,4859.95,credit_card,pickup,,
599,ORD-20250301-00599,22,2025-03-01,cancelado,287.49,3,170,60.37,509.24,cash_on_delivery,pickup,,
600,ORD-20250615-00600,183,2025-06-15,enviado,2869.98,15,190,602.7,3232.18,debit_card,express,,
601,ORD-20260206-00601,22,2026-02-06,enviado,3215.35,13,490,675.22,3962.57,debit_card,standard,7,Nota del cliente: Entregar por la tarde
602,ORD-20251007-00602,211,2025-10-07,enviado,198.14,2,10,41.61,245.79,bank_transfer,pickup,2,
603,ORD-20230924-00603,85,2023-09-24,cancelado,549.8,1,20,115.46,679.76,bank_transfer,standard,,
604,ORD-20230418-00604,237,2023-04-18,enviado,522.36,15,280,109.7,833.71,credit_card,standard,,
605,ORD-20240911-00605,68,2024-09-11,cancelado,3008.25,0,390,631.73,4029.98,cash_on_delivery,express,,
606,ORD-20250612-00606,63,2025-06-12,entregado,2258.27,19,180,474.24,2483.44,cash_on_delivery,pickup,,
607,ORD-20250610-00607,5,2025-06-10,entregado,499.96,3,280,104.99,869.95,paypal,standard,8,
608,ORD-20230205-00608,256,2023-02-05,enviado,1171.64,19,190,246.04,1385.07,credit_card,same_day,,
609,ORD-20240331-00609,193,2024-03-31,procesando,1004.69,18,120,210.98,1154.83,credit_card,same_day,,
610,ORD-20260209-00610,76,2026-02-09,enviado,2671.17,8,480,560.95,3498.43,debit_card,pickup,,
611,ORD-20250809-00611,165,2025-08-09,procesando,3424.46,14,10,719.14,3674.18,debit_card,same_day,,
612,ORD-20231006-00612,7,2023-10-06,cancelado,2190.74,6,60,460.06,2579.36,paypal,standard,7,
613,ORD-20240920-00613,254,2024-09-20,pendiente,4164.35,17,210,874.51,4540.92,credit_card,same_day,,
614,ORD-20260304-00614,246,2026-03-04,procesando,450.68,0,400,94.64,945.32,cash_on_delivery,pickup,7,
615,ORD-20240426-00615,6,2024-04-26,entregado,4967.9,16,190,1043.26,5406.3,debit_card,same_day,,
616,ORD-20231012-00616,28,2023-10-12,enviado,3179.13,15,420,667.62,3789.88,debit_card,pickup,7,
617,ORD-20250715-00617,267,2025-07-15,enviado,384.62,5,10,80.77,456.16,cash_on_delivery,pickup,,Nota del cliente: Llamar antes
618,ORD-20230122-00618,22,2023-01-22,enviado,1987.12,4,120,417.3,2444.94,cash_on_delivery,same_day,,
619,ORD-20240621-00619,170,2024-06-21,procesando,3377.45,2,170,709.26,4189.16,bank_transfer,express,,
620,ORD-20250624-00620,148,2025-06-24,entregado,2553.41,6,410,536.22,3346.43,bank_transfer,express,4,
621,ORD-20250912-00621,299,2025-09-12,enviado,779.45,5,60,163.68,964.16,paypal,standard,,
622,ORD-20240218-00622,64,2024-02-18,procesando,76.62,7,70,16.09,157.35,debit_card,standard,4,
623,ORD-20250208-00623,299,2025-02-08,entregado,2766.37,6,100,580.94,3281.33,bank_transfer,express,,
624,ORD-20250304-00624,327,2025-03-04,procesando,536,12,360,112.56,944.24,cash_on_delivery,standard,,
625,ORD-20240517-00625,168,2024-05-17,pendiente,741.8,13,10,155.78,811.15,cash_on_delivery,same_day,2,
626,ORD-20251129-00626,227,2025-11-29,cancelado,2698.87,9,50,566.76,3072.73,paypal,express,,
627,ORD-20230429-00627,169,2023-04-29,cancelado,1795.4,5,340,377.03,2422.66,credit_card,same_day,,
628,ORD-20241022-00628,237,2024-10-22,pendiente,5194.54,19,260,1090.85,5558.43,debit_card,same_day,,Nota del cliente: Envolver para regalo
629,ORD-20250430-00629,289,2025-04-30,pendiente,30.68,1,0,6.44,36.81,bank_transfer,express,,
630,ORD-20250408-00630,97,2025-04-08,cancelado,853.95,17,490,179.33,1378.11,paypal,pickup,2,
631,ORD-20250612-00631,61,2025-06-12,enviado,3116.88,3,40,654.54,3717.91,cash_on_delivery,same_day,1,
632,ORD-20240218-00632,118,2024-02-18,pendiente,438.57,6,220,92.1,724.36,credit_card,same_day,,
633,ORD-20250821-00633,232,2025-08-21,cancelado,2830.77,19,100,594.46,2987.38,cash_on_delivery,standard,,
634,ORD-20240909-00634,132,2024-09-09,enviado,979.7,8,130,205.74,1237.06,bank_transfer,pickup,,
635,ORD-20231110-00635,216,2023-11-10,pendiente,2920.68,6,280,613.34,3638.78,bank_transfer,pickup,,
636,ORD-20230710-00636,131,2023-07-10,cancelado,811.23,13,350,170.36,1226.13,paypal,express,,Nota del cliente: Entregar por la tarde
637,ORD-20230223-00637,245,2023-02-23,procesando,5456.95,0,90,1145.96,6692.91,debit_card,same_day,,
638,ORD-20250411-00638,308,2025-04-11,pendiente,2654.45,1,270,557.43,3455.34,cash_on_delivery,same_day,10,
639,ORD-20250829-00639,65,2025-08-29,pendiente,868.95,5,80,182.48,1087.98,paypal,pickup,,
640,ORD-20240504-00640,7,2024-05-04,cancelado,1055.13,11,340,221.58,1500.65,paypal,same_day,,
641,ORD-20260127-00641,116,2026-01-27,cancelado,3124.23,17,490,656.09,3739.2,bank_transfer,pickup,,Nota del cliente: Llamar antes
642,ORD-20240106-00642,13,2024-01-06,pendiente,775.06,0,70,162.76,1007.82,debit_card,pickup,,Nota del cliente: Envolver para regalo
643,ORD-20240626-00643,239,2024-06-26,procesando,2917.34,17,320,612.64,3354.03,bank_transfer,express,9,Nota del cliente: Entregar por la tarde
644,ORD-20240223-00644,198,2024-02-23,cancelado,2292.63,9,40,481.45,2607.74,cash_on_delivery,pickup,,
645,ORD-20250523-00645,245,2025-05-23,procesando,574.98,0,160,120.75,855.73,cash_on_delivery,standard,2,
646,ORD-20250730-00646,273,2025-07-30,procesando,1597.89,1,50,335.56,1967.47,credit_card,same_day,2,
647,ORD-20250307-00647,105,2025-03-07,cancelado,384.18,9,230,80.68,660.28,debit_card,pickup,,
648,ORD-20240508-00648,62,2024-05-08,pendiente,1207.32,20,50,253.54,1269.4,cash_on_delivery,same_day,7,
649,ORD-20250808-00649,45,2025-08-08,entregado,909.17,3,370,190.93,1442.82,paypal,express,,Nota del cliente: Dejar en portería
650,ORD-20231121-00650,102,2023-11-21,pendiente,2561.84,18,150,537.99,2788.7,credit_card,pickup,,
651,ORD-20230218-00651,125,2023-02-18,procesando,1481.43,10,220,311.1,1864.39,paypal,standard,,
652,ORD-20250210-00652,103,2025-02-10,pendiente,730.21,19,490,153.34,1234.81,cash_on_delivery,pickup,,
653,ORD-20240126-00653,112,2024-01-26,pendiente,2667.52,19,340,560.18,3060.87,debit_card,standard,,
654,ORD-20230324-00654,239,2023-03-24,enviado,4930,9,130,1035.3,5651.6,bank_transfer,standard,,
655,ORD-20241110-00655,151,2024-11-10,enviado,2954.24,5,290,620.39,3716.92,debit_card,standard,,
656,ORD-20240211-00656,126,2024-02-11,pendiente,2163.56,14,280,454.35,2595.01,paypal,same_day,7,
657,ORD-20251108-00657,166,2025-11-08,enviado,656.24,20,300,137.81,962.8,debit_card,pickup,3,
658,ORD-20230312-00658,322,2023-03-12,cancelado,3497.86,6,290,734.55,4312.54,cash_on_delivery,same_day,,
659,ORD-20250601-00659,157,2025-06-01,procesando,3570.72,4,290,749.85,4467.74,bank_transfer,pickup,,
660,ORD-20240121-00660,194,2024-01-21,cancelado,127.07,13,30,26.68,167.23,bank_transfer,pickup,,
661,ORD-20250918-00661,12,2025-09-18,enviado,4459.47,20,460,936.49,4964.07,credit_card,pickup,,
662,ORD-20240125-00662,304,2024-01-25,cancelado,3728.4,9,370,782.96,4545.8,credit_card,pickup,,
663,ORD-20241211-00663,133,2024-12-11,enviado,1894.76,0,60,397.9,2352.66,paypal,same_day,,
664,ORD-20241222-00664,176,2024-12-22,pendiente,371.19,19,170,77.95,548.61,credit_card,pickup,,Nota del cliente: Envolver para regalo
665,ORD-20251017-00665,307,2025-10-17,cancelado,978.28,14,230,205.44,1276.76,debit_card,standard,,
666,ORD-20260215-00666,19,2026-02-15,enviado,3652.28,1,300,766.98,4682.74,debit_card,same_day,,Nota del cliente: Dejar en portería
667,ORD-20241122-00667,140,2024-11-22,pendiente,166.35,15,320,34.93,496.33,credit_card,standard,,
668,ORD-20230914-00668,111,2023-09-14,pendiente,1386.5,1,30,291.17,1693.81,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
669,ORD-20240329-00669,280,2024-03-29,cancelado,2205.9,20,180,463.24,2407.96,cash_on_delivery,pickup,4,Nota del cliente: Llamar antes
670,ORD-20240619-00670,277,2024-06-19,enviado,3144.66,3,120,660.38,3830.7,paypal,same_day,,
671,ORD-20250202-00671,147,2025-02-02,procesando,2024.1,15,310,425.06,2455.55,paypal,pickup,,
672,ORD-20231205-00672,76,2023-12-05,entregado,632.02,16,100,132.72,763.62,bank_transfer,express,4,
673,ORD-20240514-00673,278,2024-05-14,entregado,818.96,12,290,171.98,1182.66,paypal,standard,5,Nota del cliente: Llamar antes
674,ORD-20230205-00674,9,2023-02-05,pendiente,1816.48,20,200,381.46,2034.64,cash_on_delivery,standard,,
675,ORD-20230407-00675,105,2023-04-07,procesando,742.38,3,0,155.9,876.01,debit_card,standard,1,
676,ORD-20230726-00676,333,2023-07-26,cancelado,185.13,3,450,38.88,668.46,debit_card,standard,,Nota del cliente: Entregar por la tarde
677,ORD-20250920-00677,134,2025-09-20,pendiente,3016.11,9,180,633.38,3558.04,credit_card,standard,,
678,ORD-20251022-00678,37,2025-10-22,pendiente,1095.69,16,290,230.09,1440.47,cash_on_delivery,standard,,
679,ORD-20241111-00679,189,2024-11-11,procesando,4579.92,10,480,961.78,5563.71,cash_on_delivery,standard,,
680,ORD-20251207-00680,235,2025-12-07,entregado,3905.6,9,70,820.18,4444.28,cash_on_delivery,same_day,,
681,ORD-20240203-00681,215,2024-02-03,pendiente,1172.92,8,80,246.31,1405.4,credit_card,pickup,,Nota del cliente: Entregar por la tarde
682,ORD-20240201-00682,65,2024-02-01,enviado,2605.82,5,310,547.22,3332.75,paypal,standard,8,
683,ORD-20230923-00683,103,2023-09-23,entregado,919.51,11,20,193.1,1031.46,bank_transfer,pickup,,
684,ORD-20230304-00684,285,2023-03-04,procesando,2107.81,9,370,442.64,2730.75,debit_card,pickup,,
685,ORD-20251221-00685,257,2025-12-21,pendiente,2064.42,6,440,433.53,2814.08,credit_card,pickup,,
686,ORD-20240217-00686,168,2024-02-17,cancelado,1695.5,11,300,356.06,2165.06,credit_card,same_day,6,
687,ORD-20240402-00687,142,2024-04-02,cancelado,3434.27,7,300,721.2,4215.07,debit_card,express,10,
688,ORD-20241115-00688,195,2024-11-15,pendiente,989.12,8,300,207.72,1417.71,debit_card,express,,
689,ORD-20250401-00689,260,2025-04-01,enviado,864.78,15,490,181.6,1406.66,credit_card,pickup,,
690,ORD-20251019-00690,190,2025-10-19,cancelado,3207.3,6,270,673.53,3958.39,credit_card,standard,1,
691,ORD-20231214-00691,189,2023-12-14,enviado,2236.04,1,240,469.57,2923.25,bank_transfer,same_day,9,
692,ORD-20241130-00692,46,2024-11-30,entregado,2306.55,5,320,484.38,2995.6,cash_on_delivery,standard,,
693,ORD-20260101-00693,53,2026-01-01,enviado,1970.79,1,460,413.87,2824.95,cash_on_delivery,standard,,
694,ORD-20240322-00694,119,2024-03-22,entregado,1336.21,14,340,280.6,1769.74,paypal,standard,,Nota del cliente: Llamar antes
695,ORD-20250927-00695,111,2025-09-27,procesando,2729.76,19,30,573.25,2814.36,debit_card,pickup,,
696,ORD-20240213-00696,71,2024-02-13,pendiente,1767.4,3,280,371.15,2365.53,bank_transfer,standard,,
697,ORD-20251027-00697,291,2025-10-27,entregado,3391.06,6,350,712.12,4249.72,credit_card,express,,
698,ORD-20250907-00698,229,2025-09-07,pendiente,2048.16,2,430,430.11,2867.31,bank_transfer,pickup,,
699,ORD-20250627-00699,224,2025-06-27,cancelado,4532.81,3,80,951.89,5428.72,debit_card,pickup,7,
700,ORD-20241113-00700,81,2024-11-13,cancelado,1679.2,3,500,352.63,2481.45,credit_card,express,3,
701,ORD-20250128-00701,116,2025-01-28,enviado,768.56,0,290,161.4,1219.96,cash_on_delivery,same_day,,
702,ORD-20250113-00702,120,2025-01-13,enviado,1460.66,20,50,306.74,1525.27,bank_transfer,standard,,
703,ORD-20260212-00703,310,2026-02-12,pendiente,1722.94,2,130,361.82,2180.3,debit_card,standard,,
704,ORD-20240428-00704,140,2024-04-28,pendiente,2491.4,15,20,523.19,2660.88,cash_on_delivery,express,,
705,ORD-20230820-00705,122,2023-08-20,entregado,1464.11,18,140,307.46,1648.03,cash_on_delivery,same_day,7,Nota del cliente: Llamar antes
706,ORD-20230712-00706,323,2023-07-12,entregado,4707.37,7,0,988.55,5366.4,debit_card,same_day,,
707,ORD-20231002-00707,107,2023-10-02,enviado,2041.6,0,450,428.74,2920.34,debit_card,pickup,9,Nota del cliente: Dejar en portería
708,ORD-20240823-00708,286,2024-08-23,pendiente,1061,13,260,222.81,1405.88,debit_card,standard,,
709,ORD-20250920-00709,233,2025-09-20,procesando,5215.02,16,410,1095.15,5885.77,paypal,express,1,
710,ORD-20230221-00710,296,2023-02-21,pendiente,800.13,7,400,168.03,1312.15,debit_card,same_day,9,
711,ORD-20240327-00711,37,2024-03-27,procesando,1510.65,16,170,317.24,1756.19,paypal,same_day,,Nota del cliente: Dejar en portería
712,ORD-20260102-00712,187,2026-01-02,enviado,2039.46,5,180,428.29,2545.78,cash_on_delivery,same_day,4,
713,ORD-20230828-00713,247,2023-08-28,enviado,2450.39,19,130,514.58,2629.4,debit_card,same_day,9,
714,ORD-20230201-00714,133,2023-02-01,cancelado,1648.92,5,450,346.27,2362.74,debit_card,same_day,,
715,ORD-20250915-00715,275,2025-09-15,entregado,1619.88,9,130,340.17,1944.26,paypal,express,,
716,ORD-20240824-00716,221,2024-08-24,entregado,1545.34,8,220,324.52,1966.23,paypal,same_day,,Nota del cliente: Dejar en portería
